31120887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CaseID,ResponseId,StartDate,EndDate,DOV_SPLIT_A,DOV_SPLIT_B,BNE1_1,BNE1_2,BNE1_3,BNE1_4,BNE1_5,BNE2_1,BNE2_2,BNE2_3,BNE2_4,BNE3_1,BNE3_2,BNE3_3,BNE4,complete_status,QFLAG,xparty4,xurbanicity,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppemploy,ppstaten,ppt18ov,ppkid017,PPREG9,SSTNO,weight_PID
730,R_5tHsyrnvdriYK8V,2/24/2024 5:49:07,2/24/2024 5:55:15,SPLIT A, ,Never heard of this,Never heard of this, ,Never heard of this,Never heard of this,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat support,"Yes, I have","Yes, I know someone",No,No,qualified,1,Independent,Rural,47,Bachelor or higher,Bachelor’s degree,"Other, Non-Hispanic",Female,3,One-family house detached from any other house,"$75,000 to $99,999",Now married,Non-metro area,South,Owned or being bought by you or someone in,Working full-time,OK,3,0,West-South Central,70,2.1291375
731,R_6WZvzr1DxlVPVCg,2/23/2024 14:58:38,2/23/2024 15:08:55,SPLIT A, ,"Heard of it, but that’s it",Somewhat familiar, ,Somewhat familiar,Very familiar,Strongly support,Strongly support,Somewhat oppose,Strongly support,"Yes, I know someone",No,No, ,qualified,1,Something else,Suburban,20,HS,High school graduate (high school diploma or the equivalent GED),"Other, Non-Hispanic",Female,Six or more,One-family house detached from any other house,"$100,000 to $149,999",Never married,Metro area,South,Owned or being bought by you or someone in,Working part-time,AR,Six or more,1,West-South Central,70,0.9802192
732,R_3j8V9Qc1Cn6kGd5,2/23/2024 20:03:58,2/23/2024 20:08:05, ,SPLIT B,Very familiar, ,Somewhat familiar,"Heard of it, but that’s it","Heard of it, but that’s it",Skipped,Skipped,Skipped,Skipped,"Yes, I have",No,"Yes, I have", ,qualified,1,Something else,Urban,23,Some college,Some college or Associate degree,"Black or African American, Non-Hispanic",Female,3,One-family house detached from any other house,"$50,000 to $74,999",Never married,Metro area,Midwest,Owned or being bought by you or someone in,Working part-time,IL,3,0,East-North Central,70,0.687828
733,R_5MDF174kfYLQd33,2/23/2024 15:56:53,2/23/2024 16:04:23,SPLIT A, ,Never heard of this,Somewhat familiar, ,Never heard of this,Never heard of this,Somewhat oppose,Somewhat oppose,Strongly oppose,Somewhat support,"Yes, I have","Yes, I know someone",No,No,qualified,1,Independent,Suburban,42,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,Six or more,One-family house detached from any other house,"$25,000 to $49,999",Now married,Metro area,West,Rented for cash,Not working,ID,3,5,Mountain,70,1.5314791
734,R_5CmhdPKW3Cvcfpr,2/24/2024 7:46:19,2/24/2024 7:50:01,SPLIT A, ,Somewhat familiar,Somewhat familiar, ,"Heard of it, but that’s it",Never heard of this,Strongly support,Strongly support,Strongly support,Strongly support,No,No,No, ,qualified,1,Republican,Rural,18,Less than HS,No high school diploma or GED,"White, Non-Hispanic",Male,Six or more,One-family house detached from any other house,"$150,000 or more",Never married,Metro area,South,Owned or being bought by you or someone in,Not working,TX,3,3,West-South Central,70,1.3190107
735,R_58EgtPCFkPFrbep,2/23/2024 14:50:00,2/23/2024 14:55:38, ,SPLIT B,Never heard of this, ,Never heard of this,Somewhat familiar,Never heard of this,Somewhat support,Strongly support,Somewhat oppose,Somewhat support,"Yes, I have","Yes, I know someone",No,No,qualified,1,Republican,Suburban,43,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,5,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,MD,5,0,South Atlantic,70,1.0857937
736,R_51d56hEWKjoo0Ma,2/23/2024 17:18:33,2/23/2024 17:22:02, ,SPLIT B,Never heard of this, ,Somewhat familiar,Somewhat familiar,Never heard of this,Somewhat support,Strongly support,Somewhat support,Somewhat oppose,"Yes, I know someone","Yes, I know someone","Yes, I know someone",No,qualified,1,Republican,Rural,22,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,Six or more,One-family house detached from any other house,"$25,000 to $49,999",Never married,Metro area,Midwest,Owned or being bought by you or someone in,Working part-time,WI,Six or more,0,East-North Central,70,0.4981188
737,R_71aM6BcJOopXguB,2/24/2024 17:06:15,2/24/2024 17:16:18,SPLIT A, ,Somewhat familiar,Never heard of this, ,Never heard of this,Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Prefer not to answer,No,Yes, ,qualified,1,Democrat,Suburban,41,Bachelor or higher,Master’s degree or above,Hispanic,Male,3,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,IN,1,2,East-North Central,70,0.8715945
738,R_7ialbbc8IpVp8Ea,2/25/2024 12:46:37,2/25/2024 12:48:30, ,SPLIT B,Skipped, ,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped, ,qualified,1,Missing,Suburban,24,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$100,000 to $149,999",Never married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,IN,1,0,East-North Central,70,0.6805241
739,R_3TzzlSr1KiFZf9r,2/24/2024 12:51:33,2/24/2024 13:13:41,SPLIT A, ,Very familiar,Very familiar, ,Somewhat familiar,Very familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Yes,Yes,No,No,qualified,1,Something else,Urban,55,Less than HS,No high school diploma or GED,"White, Non-Hispanic",Male,2,Building with 2 or more apartments,"$50,000 to $74,999",Never married,Metro area,West,Rented for cash,Working part-time,CA,2,0,Pacific,70,0.6605275
740,R_1L6G2yhZSb0kQrD,2/25/2024 10:33:43,2/25/2024 10:42:39, ,SPLIT B,Somewhat familiar, ,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat oppose,Somewhat support,Somewhat oppose,Strongly support,Yes,Yes,No,No,qualified,1,Something else,Suburban,62,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$50,000 to $74,999",Never married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,NY,1,0,Mid-Atlantic,70,0.5789537
741,R_6WbAUmMFopzfVzb,2/23/2024 19:46:43,2/23/2024 19:49:35,SPLIT A, ,Very familiar,Very familiar, ,Very familiar,"Heard of it, but that’s it",Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,"Yes, I know someone","Yes, I know someone",No,No,qualified,1,Independent,Urban,20,Some college,Some college or Associate degree,"Black or African American, Non-Hispanic",Female,1,One-family house detached from any other house,"$75,000 to $99,999",Never married,Metro area,South,Owned or being bought by you or someone in,Not working,FL,1,0,South Atlantic,70,1.7083824
742,R_67QBI3lcTnq4k4A,2/25/2024 7:32:02,2/25/2024 7:39:39, ,SPLIT B,Very familiar, ,"Heard of it, but that’s it",Never heard of this,"Heard of it, but that’s it",Strongly oppose,Strongly support,Strongly oppose,Strongly oppose,No,No,No, ,qualified,1,Democrat,Suburban,73,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Not working,MI,2,0,East-North Central,70,0.5208662
743,R_1fCWNmzhSOO41Da,2/23/2024 15:05:04,2/23/2024 15:16:19, ,SPLIT B,Never heard of this, ,Never heard of this,Never heard of this,Never heard of this,Strongly oppose,Somewhat support,Somewhat oppose,Strongly support,Yes,No,No, ,qualified,1,Democrat,Rural,36,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,3,One-family house detached from any other house,"$75,000 to $99,999",Divorced,Non-metro area,South,Occupied without payment of cash rent,Not working,TX,3,0,West-South Central,70,0.9726066
744,R_1QKELvegzpyM3GH,2/23/2024 19:56:39,2/23/2024 20:03:45,SPLIT A, ,Somewhat familiar,"Heard of it, but that’s it", ,"Heard of it, but that’s it",Never heard of this,Somewhat oppose,Somewhat support,Somewhat oppose,Strongly support,"Yes, I have","Yes, I know someone","Yes, I know someone",No,qualified,1,Republican,Suburban,71,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,1,One-family house detached from any other house,"$100,000 to $149,999",Now married,Non-metro area,Midwest,Owned or being bought by you or someone in,Not working,MO,1,0,West-North Central,70,0.9334571
745,R_3abDfKmY4CONHIk,2/23/2024 18:16:17,2/23/2024 18:19:53, ,SPLIT B,"Heard of it, but that’s it", ,"Heard of it, but that’s it",Never heard of this,"Heard of it, but that’s it",Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat support,"Yes, I know someone",No,No, ,qualified,1,Independent,Suburban,31,Some college,Some college or Associate degree,Hispanic,Female,4,One-family house detached from any other house,"$50,000 to $74,999",Never married,Metro area,South,Rented for cash,Not working,LA,3,1,West-South Central,70,1.7965399
746,R_1tJeDuecFADmlzP,2/24/2024 20:07:13,2/24/2024 20:11:18, ,SPLIT B,Never heard of this, ,"Heard of it, but that’s it","Heard of it, but that’s it",Never heard of this,Somewhat oppose,Somewhat support,Somewhat oppose,Somewhat support,No,No,No, ,qualified,1,Independent,Suburban,27,Bachelor or higher,Bachelor’s degree,"Other, Non-Hispanic",Male,4,One-family house detached from any other house,"$10,000 to $24,999",Never married,Metro area,West,Owned or being bought by you or someone in,Working full-time,CA,4,0,Pacific,70,1.9309282
747,R_5HnRkfTMbP7JX9N,2/24/2024 2:50:11,2/24/2024 3:04:26, ,SPLIT B,Very familiar, ,Somewhat familiar,Never heard of this,Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat oppose,Yes,Yes,Yes,No,qualified,1,Democrat,Rural,81,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$100,000 to $149,999",Now married,Non-metro area,Midwest,Owned or being bought by you or someone in,Not working,MI,2,0,East-North Central,70,0.5813831
748,R_1hHcMULbD4coP0L,2/23/2024 15:42:39,2/23/2024 17:38:05,SPLIT A, ,Somewhat familiar,"Heard of it, but that’s it", ,Never heard of this,Never heard of this,Strongly oppose,Somewhat support,Strongly oppose,Strongly support,"Yes, I know someone","Yes, I have",No,No,qualified,1,Independent,Suburban,29,Some college,Some college or Associate degree,"Black or African American, Non-Hispanic",Female,Six or more,One-family house detached from any other house,"$100,000 to $149,999",Never married,Metro area,South,Rented for cash,Working part-time,TX,3,4,West-South Central,70,1.5466275
749,R_1OOmHjPgmNa3ZXh,2/25/2024 10:28:45,2/25/2024 10:34:32,SPLIT A, ,Very familiar,Somewhat familiar, ,Somewhat familiar,Never heard of this,Somewhat support,Strongly support,Somewhat oppose,Strongly support,Yes,Yes,Yes,No,qualified,1,Republican,Suburban,72,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,CA,2,0,Pacific,70,0.7344623
750,R_7g7ToyGcVINU0R7,2/23/2024 15:25:56,2/23/2024 15:33:39, ,SPLIT B,Never heard of this, ,Never heard of this,Never heard of this,"Heard of it, but that’s it",Somewhat support,Somewhat support,Somewhat support,Somewhat support,No,Yes,No,Yes,qualified,1,Republican,Rural,71,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$50,000 to $74,999",Widowed,Metro area,South,Owned or being bought by you or someone in,Not working,MD,1,0,South Atlantic,70,0.6935775
751,R_3cWcAe8zn4LaFTH,2/23/2024 21:09:42,2/23/2024 21:18:33, ,SPLIT B,Very familiar, ,"Heard of it, but that’s it",Never heard of this,Never heard of this,Strongly oppose,Somewhat support,Somewhat oppose,Strongly support,Yes,Yes,No,No,qualified,1,Republican,Suburban,59,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,LA,1,0,West-South Central,70,0.5701048
752,R_15sqClJawCdu2OZ,2/24/2024 15:55:36,2/24/2024 16:01:35,SPLIT A, ,Very familiar,"Heard of it, but that’s it", ,"Heard of it, but that’s it",Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,"Yes, I know someone",No,No, ,qualified,1,Independent,Rural,22,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,Six or more,One-family house detached from any other house,"$50,000 to $74,999",Never married,Metro area,South,Owned or being bought by you or someone in,Working full-time,NC,Six or more,0,South Atlantic,70,0.9671957
753,R_6OCxVLUwzsqdK8n,2/23/2024 17:10:47,2/23/2024 17:19:11,SPLIT A, ,"Heard of it, but that’s it",Never heard of this, ,Never heard of this,Never heard of this,Strongly oppose,Strongly oppose,Somewhat support,Somewhat oppose,No,No,No, ,qualified,1,Republican,Suburban,59,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,"Other (mobile home, boat, RV, van, etc.)","$25,000 to $49,999",Now married,Non-metro area,Midwest,Rented for cash,Not working,OH,2,0,East-North Central,70,0.8714968
754,R_7gTk2dS540ZGxHM,2/23/2024 17:31:13,2/23/2024 17:35:41, ,SPLIT B,Somewhat familiar, ,"Heard of it, but that’s it","Heard of it, but that’s it",Never heard of this,Somewhat support,Strongly support,Strongly support,Strongly support,No,No,No, ,qualified,1,Republican,Urban,18,Less than HS,No high school diploma or GED,"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$75,000 to $99,999",Never married,Non-metro area,South,Owned or being bought by you or someone in,Not working,LA,3,0,West-South Central,70,1.1541306
755,R_7RR2JEnnVURrZTk,2/24/2024 11:26:36,2/24/2024 11:29:05,SPLIT A, ,Very familiar,Very familiar, ,Very familiar,Very familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Yes,No,Yes, ,qualified,1,Independent,Urban,24,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,1,Building with 2 or more apartments,"$75,000 to $99,999",Never married,Metro area,Midwest,Rented for cash,Working full-time,IN,1,0,East-North Central,70,1.34377
756,R_73CHhDoXOtz15dX,2/23/2024 15:01:54,2/23/2024 15:11:13,SPLIT A, ,Never heard of this,Never heard of this, ,Never heard of this,Never heard of this,Strongly support,Strongly support,Strongly support,Somewhat oppose,No,No,No, ,qualified,1,Independent,Suburban,18,HS,High school graduate (high school diploma or the equivalent GED),Hispanic,Female,5,One-family house detached from any other house,"$50,000 to $74,999",Never married,Metro area,West,Rented for cash,Not working,CA,3,2,Pacific,70,1.5713695
757,R_72EvGTSA2AUHJjb,2/23/2024 17:08:06,2/23/2024 17:10:57, ,SPLIT B,"Heard of it, but that’s it", ,"Heard of it, but that’s it","Heard of it, but that’s it","Heard of it, but that’s it",Somewhat oppose,Somewhat oppose,Strongly support,Somewhat oppose,No,No,No, ,qualified,1,Republican,Urban,41,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,1,One-family condo or townhouse attached to other units,"$25,000 to $49,999",Never married,Metro area,South,Rented for cash,Not working,MD,1,0,South Atlantic,70,0.8123783
758,R_7DBAXcyvOEGcrNp,2/24/2024 14:23:04,2/24/2024 14:34:48, ,SPLIT B,Never heard of this, ,Never heard of this,Never heard of this,Never heard of this,Skipped,Skipped,Skipped,Skipped,Yes,No,No, ,qualified,1,Democrat,Suburban,42,HS,High school graduate (high school diploma or the equivalent GED),"Black or African American, Non-Hispanic",Male,2,Building with 2 or more apartments,"$10,000 to $24,999",Separated,Metro area,South,Rented for cash,Not working,GA,2,0,South Atlantic,70,1.1748903
759,R_6DqeOn6ETFWbyOD,2/23/2024 18:07:14,2/23/2024 18:18:18,SPLIT A, ,Never heard of this,"Heard of it, but that’s it", ,Never heard of this,Never heard of this,Somewhat oppose,Strongly support,Somewhat support,Skipped,"Yes, I know someone","Yes, I know someone","Yes, I know someone",No,qualified,1,Republican,Suburban,62,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,UT,2,0,Mountain,70,0.9904928
760,R_1sT2SmGrWuXB6lw,2/24/2024 15:12:50,2/24/2024 15:20:01,SPLIT A, ,Very familiar,Very familiar, ,Somewhat familiar,Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat oppose,Yes,No,Yes, ,qualified,1,Independent,Urban,33,Bachelor or higher,Master’s degree or above,Hispanic,Male,3,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working part-time,NC,2,1,South Atlantic,70,1.7575371
761,R_6KvGP9a4q1UO9G3,2/23/2024 21:31:02,2/23/2024 21:36:42, ,SPLIT B,Never heard of this, ,Never heard of this,Never heard of this,"Heard of it, but that’s it",Strongly oppose,Strongly oppose,Strongly oppose,Strongly support,"Yes, I know someone","Yes, I know someone","Yes, I know someone",No,qualified,1,Republican,Suburban,53,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,4,One-family house detached from any other house,"$150,000 or more",Now married,Non-metro area,South,Owned or being bought by you or someone in,Working full-time,TX,4,0,West-South Central,70,0.9798356
762,R_5BIrJSyzoOJ6vtv,2/24/2024 5:27:27,2/24/2024 5:42:54, ,SPLIT B,Never heard of this, ,"Heard of it, but that’s it",Never heard of this,Never heard of this,Somewhat oppose,Somewhat support,Somewhat oppose,Somewhat oppose,No,No,No, ,qualified,1,Republican,Urban,70,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"Under $10,000",Divorced,Metro area,Midwest,Rented for cash,Not working,NE,2,0,West-North Central,70,0.6323299
763,R_3jS3K3fvmHHG169,2/23/2024 15:53:08,2/23/2024 16:01:37, ,SPLIT B,Somewhat familiar, ,Never heard of this,"Heard of it, but that’s it",Very familiar,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat oppose,"Yes, I have","Yes, I have","Yes, I have",No,qualified,1,Democrat,Suburban,57,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Female,4,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,NJ,4,0,Mid-Atlantic,70,0.589626
764,R_6fqk0yzcMFRCIn6,2/23/2024 19:45:24,2/23/2024 19:53:32, ,SPLIT B,Very familiar, ,Somewhat familiar,"Heard of it, but that’s it",Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat support,"Yes, I have","Yes, I have","Yes, I know someone",No,qualified,1,Independent,Suburban,68,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,3,One-family condo or townhouse attached to other units,"$150,000 or more",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,FL,3,0,South Atlantic,70,1.7892207
765,R_3mrx73QrP6xY60B,2/24/2024 8:04:42,2/24/2024 8:09:04, ,SPLIT B,"Heard of it, but that’s it", ,Somewhat familiar,Somewhat familiar,"Heard of it, but that’s it",Strongly oppose,Somewhat oppose,Strongly oppose,Strongly oppose,"Yes, I know someone",No,"Yes, I know someone", ,qualified,1,Democrat,Suburban,33,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Female,4,One-family house detached from any other house,"$150,000 or more",Never married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,IL,2,2,East-North Central,70,0.6301612
766,R_1myAFWJhC8ENL3A,2/23/2024 18:17:48,2/23/2024 18:21:26,SPLIT A, ,Never heard of this,Never heard of this, ,Never heard of this,Never heard of this,Strongly oppose,Somewhat oppose,Strongly oppose,Strongly oppose,No,No,No, ,qualified,1,Something else,Suburban,26,Less than HS,No high school diploma or GED,"White, Non-Hispanic",Female,2,Building with 2 or more apartments,"$25,000 to $49,999",Now married,Metro area,West,Rented for cash,Not working,CA,2,0,Pacific,70,0.7893748
767,R_7fTZfKmhYZsXMeX,2/23/2024 19:16:12,2/23/2024 19:21:35,SPLIT A, ,Never heard of this,Somewhat familiar, ,"Heard of it, but that’s it","Heard of it, but that’s it",Somewhat support,Strongly oppose,Strongly oppose,Strongly support,Yes,Yes,Yes,No,qualified,1,Independent,Suburban,51,HS,High school graduate (high school diploma or the equivalent GED),"Black or African American, Non-Hispanic",Male,2,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,West,Rented for cash,Working full-time,NV,2,0,Mountain,70,1.9182993
768,R_3luvOm17QtctcoZ,2/24/2024 18:39:49,2/24/2024 18:50:19,SPLIT A, ,"Heard of it, but that’s it",Never heard of this, ,"Heard of it, but that’s it",Never heard of this,Somewhat support,Somewhat oppose,Strongly support,Somewhat support,No,No,No, ,qualified,1,Democrat,Suburban,50,HS,High school graduate (high school diploma or the equivalent GED),Hispanic,Female,Six or more,One-family condo or townhouse attached to other units,"$25,000 to $49,999",Now married,Metro area,West,Owned or being bought by you or someone in,Working part-time,WA,3,3,Pacific,70,1.0897168
769,R_1P5ecEx77t0RfA1,2/25/2024 6:43:12,2/25/2024 6:48:13,SPLIT A, ,Somewhat familiar,Somewhat familiar, ,Somewhat familiar,Never heard of this,Strongly support,Strongly support,Strongly support,Strongly support,"Yes, I know someone","Yes, I know someone","Yes, I know someone",No,qualified,1,Independent,Urban,46,Less than HS,No high school diploma or GED,Hispanic,Female,5,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,TX,5,0,West-South Central,70,2.2326219
770,R_3FXJuVrPIaIODgX,2/24/2024 14:25:48,2/24/2024 14:44:28, ,SPLIT B,Never heard of this, ,Somewhat familiar,Very familiar,Never heard of this,Strongly oppose,Somewhat oppose,Strongly oppose,Somewhat support,No,"Yes, I have",No,No,qualified,1,Something else,Rural,44,HS,High school graduate (high school diploma or the equivalent GED),"2+ races, Non-Hispanic",Female,2,One-family house detached from any other house,"$25,000 to $49,999",Separated,Non-metro area,South,Rented for cash,Working full-time,TN,2,0,East-South Central,70,0.4955174
771,R_3fArnT2YwBPNy3T,2/23/2024 14:55:12,2/23/2024 15:00:07,SPLIT A, ,Very familiar,Very familiar, ,Somewhat familiar,Very familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Yes,Yes,Yes,No,qualified,1,Independent,Suburban,46,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,4,One-family house detached from any other house,"$150,000 or more",Divorced,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,NJ,3,1,Mid-Atlantic,70,0.9392647
772,R_6Jyj4atZvARAGJ3,2/23/2024 15:13:46,2/23/2024 15:31:07,SPLIT A, ,"Heard of it, but that’s it","Heard of it, but that’s it", ,"Heard of it, but that’s it",Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,"Yes, I know someone","Yes, I know someone","Yes, I know someone",No,qualified,1,Independent,Suburban,28,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,NJ,2,0,Mid-Atlantic,70,0.9368405
773,R_5tDMSX3Z6tfxPgG,2/23/2024 20:27:10,2/23/2024 20:34:50,SPLIT A, ,Never heard of this,Never heard of this, ,Never heard of this,"Heard of it, but that’s it",Somewhat support,Strongly support,Somewhat support,Somewhat oppose,"Yes, I know someone","Yes, I know someone",No,Prefer not to answer,qualified,1,Something else,Rural,66,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,1,Building with 2 or more apartments,"$10,000 to $24,999",Widowed,Non-metro area,South,Rented for cash,Not working,GA,1,0,South Atlantic,70,1.219458
774,R_7m1qhRfqvK8DIGs,2/23/2024 15:37:32,2/23/2024 15:42:30, ,SPLIT B,Somewhat familiar, ,Somewhat familiar,Somewhat familiar,"Heard of it, but that’s it",Strongly oppose,Strongly oppose,Strongly oppose,Strongly support,"Yes, I know someone","Yes, I have",No,No,qualified,1,Republican,Rural,51,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,"Other (mobile home, boat, RV, van, etc.)","$150,000 or more",Now married,Non-metro area,South,Owned or being bought by you or someone in,Working part-time,TX,2,0,West-South Central,70,1.1562129
775,R_7qlCCuSf0s56njp,2/25/2024 12:58:27,2/25/2024 13:06:27, ,SPLIT B,Somewhat familiar, ,Very familiar,Somewhat familiar,"Heard of it, but that’s it",Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Yes,Yes,Yes,Yes,qualified,1,Democrat,Urban,56,Bachelor or higher,Master’s degree or above,Hispanic,Male,3,Building with 2 or more apartments,"$150,000 or more",Now married,Metro area,West,Rented for cash,Working full-time,WA,3,0,Pacific,70,0.7658778
776,R_5c5Lo6woCZE2bFn,2/24/2024 14:33:47,2/24/2024 14:43:54, ,SPLIT B,Very familiar, ,"Heard of it, but that’s it","Heard of it, but that’s it",Never heard of this,Strongly oppose,Somewhat support,Strongly oppose,Somewhat oppose,No,No,No, ,qualified,1,Republican,Urban,60,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,1,Building with 2 or more apartments,"$50,000 to $74,999",Widowed,Metro area,South,Rented for cash,Working full-time,TX,1,0,West-South Central,70,0.7301312
777,R_1PNditv3u6KMIpb,2/23/2024 16:09:16,2/24/2024 1:34:33,SPLIT A, ,Never heard of this,"Heard of it, but that’s it", ,"Heard of it, but that’s it",Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Strongly support,Yes,Yes,No,No,qualified,1,Something else,Urban,37,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,1,"Other (mobile home, boat, RV, van, etc.)","Under $10,000",Never married,Non-metro area,South,Owned or being bought by you or someone in,Working part-time,NC,1,0,South Atlantic,70,1.0435548
778,R_52L1q0nrljcogei,2/23/2024 14:59:43,2/23/2024 15:02:47, ,SPLIT B,Very familiar, ,Very familiar,Very familiar,Very familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,No,No,No, ,qualified,1,Democrat,Suburban,20,HS,High school graduate (high school diploma or the equivalent GED),Hispanic,Male,3,One-family house detached from any other house,"$100,000 to $149,999",Never married,Metro area,Northeast,Rented for cash,Working part-time,NY,2,1,Mid-Atlantic,70,1.3502066
779,R_6vjbvwFbn3ndOo1,2/23/2024 15:11:09,2/23/2024 15:17:13,SPLIT A, ,Somewhat familiar,"Heard of it, but that’s it", ,"Heard of it, but that’s it","Heard of it, but that’s it",Strongly oppose,Strongly oppose,Strongly oppose,Somewhat oppose,Yes,No,No, ,qualified,1,Independent,Suburban,64,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$25,000 to $49,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Not working,IL,2,0,East-North Central,70,1.0856788
780,R_51fYgTT89LrnoEp,2/25/2024 13:03:42,2/25/2024 13:12:08,SPLIT A, ,"Heard of it, but that’s it",Never heard of this, ,Never heard of this,Never heard of this,Somewhat oppose,Somewhat support,Strongly oppose,Strongly oppose,Yes,Yes,No,No,qualified,1,Independent,Urban,47,HS,High school graduate (high school diploma or the equivalent GED),Hispanic,Male,3,One-family house detached from any other house,"$25,000 to $49,999",Divorced,Metro area,Midwest,Owned or being bought by you or someone in,Not working,OH,3,0,East-North Central,70,1.3691485
